record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
relationship,15158,Hillary Clinton,Bashar al-Assad,corpus,doc-explorer,relationship_type,co_occurrence,declared legitimacy loss of,low
relationship,15174,Jeffrey Epstein,Paul Keating,corpus,doc-explorer,relationship_type,co_occurrence,shared article about,low
relationship,15189,Jeffrey Epstein,Scott Denett,corpus,doc-explorer,relationship_type,co_occurrence,sent email with commentary about,low
relationship,15192,Jeffrey Epstein,seven underage girls,corpus,doc-explorer,relationship_type,co_occurrence,reached settlement with,low
relationship,15197,Jeffrey Epstein,Sberbank,corpus,doc-explorer,relationship_type,co_occurrence,provided information about,low
relationship,15198,Jeffrey Epstein,David Ingram,corpus,doc-explorer,relationship_type,co_occurrence,requested comment on lawsuit involving,low
relationship,15199,Trump,David Ingram,corpus,doc-explorer,relationship_type,co_occurrence,referenced lawsuit naming,low
relationship,15200,Jeffrey Epstein,federal_lawsuit,corpus,doc-explorer,relationship_type,co_occurrence,received forwarded media inquiry regarding,low
relationship,15203,Trump,Enrique Peña Nieto,corpus,doc-explorer,relationship_type,co_occurrence,threatened to cancel meeting with,low
relationship,15221,Trump,Jacquie Johnson,corpus,doc-explorer,relationship_type,co_occurrence,scheduled deposition for,low
relationship,15266,Jeffrey Epstein,Inw,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15288,Jeffrey Epstein,Jennifer Jacquet,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15289,Jeffrey Epstein,Prince,corpus,doc-explorer,relationship_type,co_occurrence,disputed allegations regarding association with unnamed,low
relationship,15290,Jeffrey Epstein,Prime Minister,corpus,doc-explorer,relationship_type,co_occurrence,disputed allegations regarding association with unnamed,low
relationship,15291,Jeffrey Epstein,airplane,corpus,doc-explorer,relationship_type,co_occurrence,disputed allegations regarding alleged sexual activity on,low
relationship,15298,Jeffrey Epstein,Paula,corpus,doc-explorer,relationship_type,co_occurrence,responded positively to invitation from,low
relationship,15299,Jeffrey Epstein,Mark Zuckerberg,corpus,doc-explorer,relationship_type,co_occurrence,offered to bring,low
relationship,15316,Trump,Gregg Launer,corpus,doc-explorer,relationship_type,co_occurrence,installed entertainment system in aircraft for,low
relationship,15319,Jeffrey Epstein,Peter Attia,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15320,Hillary Clinton,Trump,corpus,doc-explorer,relationship_type,co_occurrence,called for criminal investigation of,low
relationship,15321,Hillary Clinton,Trump,doc-explorer,rhowardstone,relationship_type,encouraged political efforts of,associated_with,low
relationship,15343,Ghislaine Maxwell,underage girls and young women,corpus,doc-explorer,relationship_type,co_occurrence,accused of helping recruit and sexually exploit,low
relationship,15347,Jeffrey Epstein,Henri,corpus,doc-explorer,relationship_type,co_occurrence,met with or spoke to,low
relationship,15348,Jeffrey Epstein,Bob,corpus,doc-explorer,relationship_type,co_occurrence,met with or spoke to,low
relationship,15349,Jeffrey Epstein,Trump Soho,corpus,doc-explorer,relationship_type,co_occurrence,expressed intent to investigate,low
relationship,15370,Jeffrey Epstein,Kate Briquelet,corpus,doc-explorer,relationship_type,co_occurrence,referenced allegations of threat by,low
relationship,15384,Hillary Clinton,U.S. Senator,corpus,doc-explorer,relationship_type,co_occurrence,was elected as,low
relationship,15385,Jeffrey Epstein,Fabrice Aidan,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15388,Trump,Irwin Corey,corpus,doc-explorer,relationship_type,co_occurrence,made statement about,low
relationship,15390,Jeffrey Epstein,Bob Kerrey,corpus,doc-explorer,relationship_type,co_occurrence,proposed inviting to social event,low
relationship,15394,Jeffrey Epstein,Brandon Thompson,corpus,doc-explorer,relationship_type,co_occurrence,visited and inspected work of,low
relationship,15412,Jeffrey Epstein,Mariana Idikowska,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15413,Jeffrey Epstein,David Gergen,corpus,doc-explorer,relationship_type,co_occurrence,referenced biographical information about,low
relationship,15415,Jeffrey Epstein,adult women,corpus,doc-explorer,relationship_type,co_occurrence,received services from,low
relationship,15418,Trump,Andrew Weissmann,corpus,doc-explorer,relationship_type,co_occurrence,advocated for prosecution of,low
relationship,15421,Alan Dershowitz,obstruction charges,corpus,doc-explorer,relationship_type,co_occurrence,argued presidential immunity to prosecute regarding,low
relationship,15422,Trump,FBI investigation,corpus,doc-explorer,relationship_type,co_occurrence,made public statements and tweeted about,low
relationship,15433,Ghislaine Maxwell,Philip Barden,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15435,Ghislaine Maxwell,Wilbur Ross,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15446,Jeffrey Epstein,Bill Clinton and Donald Trump,corpus,doc-explorer,relationship_type,co_occurrence,maintained contact details of,low
relationship,15448,Jeffrey Epstein,David Pegg,corpus,doc-explorer,relationship_type,co_occurrence,sent investigative letter to,low
relationship,15450,Jeffrey Epstein,HSBC (Suisse) SA,corpus,doc-explorer,relationship_type,co_occurrence,held accounts at,low
relationship,15459,Jeffrey Epstein,Robert Kraft,corpus,doc-explorer,relationship_type,co_occurrence,referenced article about,low
relationship,15462,Ghislaine Maxwell,Vicky Ward,corpus,doc-explorer,relationship_type,co_occurrence,wrote article about,low
relationship,15465,Jeffrey Epstein,Steve Hanson,corpus,doc-explorer,relationship_type,co_occurrence,sent email with article link to,low
relationship,15466,Jeffrey Epstein,Intelligence Squared,corpus,doc-explorer,relationship_type,co_occurrence,sent marketing email to,low
relationship,15470,Jeffrey Epstein,Osborne & Partners LLP,corpus,doc-explorer,relationship_type,co_occurrence,received strategic memorandum from,low
relationship,15471,Jeffrey Epstein,tabloid press,corpus,doc-explorer,relationship_type,co_occurrence,asked about press reaction to settlement distribution,low
relationship,15472,Jeffrey Epstein,search engine optimization,corpus,doc-explorer,relationship_type,co_occurrence,was advised to hire expertise in,low
relationship,15473,Jeffrey Epstein,top editors and columnists,corpus,doc-explorer,relationship_type,co_occurrence,was advised to engage informally with,low
relationship,15476,Jeffrey Epstein,Scientific Advisory Board of the Foundation,corpus,doc-explorer,relationship_type,co_occurrence,was advised to establish,low
relationship,15478,Jeffrey Epstein,Google Alerts,corpus,doc-explorer,relationship_type,co_occurrence,sent alert to,low
relationship,15479,Jeffrey Epstein,Priceline.com,corpus,doc-explorer,relationship_type,co_occurrence,sold shares of,low
relationship,15491,Steve Bannon,Jason Miller,corpus,doc-explorer,relationship_type,co_occurrence,forwarded news alert to,low
relationship,15496,Jeffrey Epstein,Kirsty Mackenzie,corpus,doc-explorer,relationship_type,co_occurrence,requested interview with,low
relationship,15497,Jeffrey Epstein,solicitation of prostitutes,corpus,doc-explorer,relationship_type,co_occurrence,engaged in solicitation of,low
relationship,15498,Ghislaine Maxwell,young women,corpus,doc-explorer,relationship_type,co_occurrence,allegedly introduced,low
relationship,15499,Jeffrey Epstein,British newspaper,corpus,doc-explorer,relationship_type,co_occurrence,published allegations regarding,low
relationship,15500,Jeffrey Epstein,Women in their twenties and thirties,corpus,doc-explorer,relationship_type,co_occurrence,came forward with allegations against,low
relationship,15501,Jeffrey Epstein,Roger Schank,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15510,Jeffrey Epstein,Kate Kelly,corpus,doc-explorer,relationship_type,co_occurrence,characterized,low
relationship,15511,Jeffrey Epstein,television interview,corpus,doc-explorer,relationship_type,co_occurrence,advised against,low
relationship,15515,Jeffrey Epstein,houseman,corpus,doc-explorer,relationship_type,co_occurrence,attributed possession of telephone book to,low
relationship,15516,Jeffrey Epstein,Florida child sex den,corpus,doc-explorer,relationship_type,co_occurrence,operated massage business at,low
relationship,15532,Jeffrey Epstein,The Program,corpus,doc-explorer,relationship_type,co_occurrence,founded,low
relationship,15533,Jeffrey Epstein,Jeffrey Epstein Science,corpus,doc-explorer,relationship_type,co_occurrence,associated with,low
relationship,15534,Jeffrey Epstein,Dave Camp,corpus,doc-explorer,relationship_type,co_occurrence,referenced article by,low
relationship,15540,Jeffrey Epstein,Former Senator George Mitchell,corpus,doc-explorer,relationship_type,co_occurrence,arranged sexual encounters between victim and,low
relationship,15543,Jeffrey Epstein,Clinton family,corpus,doc-explorer,relationship_type,co_occurrence,made substantial contributions to philanthropic causes of,low
relationship,15554,Jeffrey Epstein,Linda Stone,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15567,Jeffrey Epstein,Gerry Baker,corpus,doc-explorer,relationship_type,co_occurrence,invited to dinner,low
relationship,15568,Jeffrey Epstein,Miro Lajcak,corpus,doc-explorer,relationship_type,co_occurrence,discussed potential collaboration with,low
relationship,15569,Jeffrey Epstein,Miroslav Lajcak,corpus,doc-explorer,relationship_type,co_occurrence,referenced involvement of,low
relationship,15570,Jeffrey Epstein,Mark Epstein,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15573,Steve Bannon,Sean Hannity,corpus,doc-explorer,relationship_type,co_occurrence,appeared on,low
relationship,15574,Steve Bannon,Piers Morgan,corpus,doc-explorer,relationship_type,co_occurrence,scheduled appearance on,low
relationship,15577,Jeffrey Epstein,World Cup Final,corpus,doc-explorer,relationship_type,co_occurrence,planned to attend,low
relationship,15580,Jeffrey Epstein,congressional subpoena,corpus,doc-explorer,relationship_type,co_occurrence,expressed concern about,low
relationship,15587,Jeffrey Epstein,Rothschild,corpus,doc-explorer,relationship_type,co_occurrence,proposed dinner with,low
relationship,15588,Jeffrey Epstein,Government officials,corpus,doc-explorer,relationship_type,co_occurrence,referenced engagement with,low
relationship,15595,Jeffrey Epstein,Glenn Simpson,corpus,doc-explorer,relationship_type,co_occurrence,referenced article about,low
relationship,15600,Jeffrey Epstein,law firms,corpus,doc-explorer,relationship_type,co_occurrence,referenced needing documents from,low
relationship,15601,Jeffrey Epstein,Ollie,corpus,doc-explorer,relationship_type,co_occurrence,referenced hiring of,low
relationship,15653,Jeffrey Epstein,Daniel Sabba,corpus,doc-explorer,relationship_type,co_occurrence,forwarded email to,low
relationship,15656,Jeffrey Epstein,Beaufort Observer,corpus,doc-explorer,relationship_type,co_occurrence,published article about,low
relationship,15661,Trump,Travis Gettys,corpus,doc-explorer,relationship_type,co_occurrence,wrote article about,low
relationship,15663,Jeffrey Epstein,Radar magazine,corpus,doc-explorer,relationship_type,co_occurrence,committed funds to finance,low
relationship,15664,Steve Bannon,Fareed Zakaria,corpus,doc-explorer,relationship_type,co_occurrence,wrote column about,low
relationship,15665,Steve Bannon,Republican Party,corpus,doc-explorer,relationship_type,co_occurrence,advocated strategy to,low
relationship,15666,Steve Bannon,Michael Moore,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,15667,Trump,Madeleine Westerhout,corpus,doc-explorer,relationship_type,co_occurrence,had alleged affair with,low
relationship,15673,Jeffrey Epstein,Mick Jagger,corpus,doc-explorer,relationship_type,co_occurrence,claimed ability to contact,low
relationship,15674,Jeffrey Epstein,"Taymor, Julie",corpus,doc-explorer,relationship_type,co_occurrence,claimed ability to contact,low
relationship,15675,Jeffrey Epstein,Daily Beast article,corpus,doc-explorer,relationship_type,co_occurrence,referenced media article about,low
relationship,15695,Jeffrey Epstein,Jide Zeitlin,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15700,Jeffrey Epstein,Robert Grusky,corpus,doc-explorer,relationship_type,co_occurrence,identified as defense counsel for,low
relationship,15705,Jeffrey Epstein,Marco Rubio,corpus,doc-explorer,relationship_type,co_occurrence,stated concerns about treatment of,low
relationship,15706,Steve Bannon,Robert Grusky,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,15708,Jeffrey Epstein,Dmitry Rybolovlev,corpus,doc-explorer,relationship_type,co_occurrence,suspected involvement with and reported to,low
relationship,15710,Jeffrey Epstein,prostitution_charges,corpus,doc-explorer,relationship_type,co_occurrence,received sentence of 30 months for,low
relationship,15719,Jeffrey Epstein,federal plea bargain,corpus,doc-explorer,relationship_type,co_occurrence,admitted conspiracy to entice minors in,low
relationship,15720,Ghislaine Maxwell,Epstein's plane,corpus,doc-explorer,relationship_type,co_occurrence,allegedly transported girls for sexual purposes on,low
